PSC,obec,okres
346 01,Meclov,Domažlice
281 27,Krakovany,Kolín
374 01,Žár,České Budějovice
394 61,Božejov,Pelhřimov
393 01,Božejov,Pelhřimov
391 32,Jistebnice,Tábor
398 51,Božetice,Písek
399 01,Božetice,Písek
351 34,Nový Kostel,Cheb
257 91,Sedlec-Prčice,Příbram
362 25,Božičany,Karlovy Vary
671 64,Božice,Znojmo
362 62,Boží Dar,Karlovy Vary
289 24,Milovice,Nymburk
471 23,Zákupy,Česká Lípa
512 13,Bozkov,Semily
326 00,Plzeň,Plzeň-město
251 64,Mnichovice,Praha-východ
257 53,Bystřice,Benešov
344 01,Milavče,Domažlice
340 21,Strážov,Klatovy
403 40,Ústí nad Labem,Ústí nad Labem
506 01,Brada-Rybníček,Jičín
391 43,Bradáčov,Tábor
293 06,Bradlec,Mladá Boleslav
507 13,Bradlecká Lhota,Semily
588 21,Velký Beranov,Jihlava
339 01,Čachrov,Klatovy
286 01,Brambory,Kutná Hora
435 22,Braňany,Most
392 01,Tučapy,Tábor
380 01,Volfířov,Jindřichův Hradec
435 47,Brandov,Most
285 22,Chabeřice,Kutná Hora
273 41,Brandýsek,Kladno
250 01,Brandýs nad Labem-Stará Boleslav,Praha-východ
561 12,Brandýs nad Orlicí,Ústí nad Orlicí
398 43,Branice,Písek
341 42,Velhartice,Klatovy
664 71,Braníškov,Brno-venkov
345 06,Kdyně,Domažlice
384 73,Zdíkov,Prachatice
399 01,Chyšky,Písek
364 01,Toužim,Karlovy Vary
393 01,Vyskytná,Pelhřimov
588 42,Ústí,Jihlava
373 84,Branišov,České Budějovice
592 51,Zvole,Žďár nad Sázavou
582 64,Podmoklany,Havlíčkův Brod
399 01,Chyšky,Písek
671 77,Branišovice,Brno-venkov
373 24,Římov,České Budějovice
374 01,Římov,České Budějovice
347 01,Halže,Tachov
747 41,Branka u Opavy,Opava
683 33,Brankovice,Vyškov
756 45,Branky,Vsetín
379 01,Třeboň,Jindřichův Hradec
788 25,Branná,Šumperk
270 23,Branov,Rakovník
675 21,Bransouze,Třebíč
793 93,Brantice,Bruntál
294 02,Branžež,Mladá Boleslav
273 51,Braškov,Kladno
257 53,Vrchotovy Janovice,Benešov
338 24,Břasy,Rokycany
286 01,Bratčice,Kutná Hora
664 67,Bratčice,Brno-venkov
273 24,Černuc,Kladno
262 23,Bratkovice,Příbram
763 12,Bratřejov,Zlín
264 01,Nechvalice,Příbram
395 01,Bratřice,Pelhřimov
468 21,Pěnčín,Jablonec nad Nisou
747 52,Bratříkovice,Opava
264 01,Nechvalice,Příbram
252 05,Bratřínov,Praha-západ
273 63,Bratronice,Kladno
388 01,Bratronice,Strakonice
294 42,Smilovice,Mladá Boleslav
538 25,Ctětín,Chrudim
580 01,Krásná Hora,Havlíčkův Brod
512 43,Jablonec nad Jizerou,Semily
593 01,Bystřice nad Pernštejnem,Žďár nad Sázavou
787 01,Bratrušov,Šumperk
742 81,Bravantice,Nový Jičín
743 01,Bílovec,Nový Jičín
547 01,Náchod,Náchod
364 71,Bražec,Karlovy Vary
262 56,Svatý Jan,Příbram
538 62,Rosice,Chrudim
257 56,Křečovice,Benešov
538 54,Luže,Chrudim
509 01,Stará Paka,Jičín
331 62,Manětín,Plzeň-sever
385 01,Svatá Maří,Prachatice
691 46,Břeclav,Břeclav
690 02,Břeclav,Břeclav
690 03,Břeclav,Břeclav
561 64,Nekoř,Ústí nad Orlicí
411 45,Drahobuz,Litoměřice
373 41,Břehov,České Budějovice
535 01,Břehy,Pardubice
294 11,Žďár,Mladá Boleslav
472 01,Doksy,Česká Lípa
293 06,Bakov nad Jizerou,Mladá Boleslav
264 01,Dublovice,Příbram
470 02,Zákupy,Česká Lípa
768 23,Břest,Kroměříž
273 71,Zlonice,Kladno
687 08,Břestek,Uherské Hradiště
342 01,Petrovice u Sušice,Klatovy
349 52,Konstantinovy Lázně,Tachov
783 85,Šumvald,Olomouc
257 56,Stranný,Benešov
580 01,Břevnice,Havlíčkův Brod
471 28,Hamr na Jezeře,Česká Lípa
438 01,Nové Sedlo,Louny
257 44,Lešany,Benešov
341 01,Břežany,Klatovy
671 65,Břežany,Znojmo
270 34,Břežany,Rakovník
280 02,Břežany I,Kolín
282 01,Břežany II,Kolín
413 01,Budyně nad Ohří,Litoměřice
783 13,Štěpánov,Olomouc
594 01,Březejc,Žďár nad Sázavou
431 11,Jirkov,Chomutov
565 01,Choceň,Ústí nad Orlicí
503 32,Hradec Králové,Hradec Králové
399 01,Zhoř,Písek
339 01,Čachrov,Klatovy
399 01,Kovářov,Písek
286 01,Zbýšov,Kutná Hora
330 36,Pernarec,Plzeň-sever
346 01,Meclov,Domažlice
691 81,Březí,Břeclav
398 43,Slabčice,Písek
251 01,Březí,Praha-východ
400 02,Malečov,Ústí nad Labem
348 15,Ctiboř,Tachov
262 42,Březí,Strakonice
594 53,Březí,Žďár nad Sázavou
374 01,Trhové Sviny,České Budějovice
375 01,Dražíč,České Budějovice
394 70,Kamenice nad Lipou,Pelhřimov
398 19,Kluky,Písek
397 01,Kluky,Písek
336 01,Žinkovy,Plzeň-jih
335 01,Žinkovy,Plzeň-jih
264 01,Nechvalice,Příbram
257 91,Nechvalice,Příbram
373 82,Kamenný Újezd,České Budějovice
370 07,Kamenný Újezd,České Budějovice
331 62,Nečtiny,Plzeň-sever
783 24,Luká,Olomouc
338 24,Březina,Rokycany
506 01,Březina,Jičín
682 01,Březina,Vyškov
395 01,Hořepník,Pelhřimov
679 05,Březina,Brno-venkov
666 01,Březina,Brno-venkov
683 08,Nové Sady,Vyškov
285 22,Vlastějovice,Kutná Hora
569 23,Březina,Svitavy
378 21,Březina,Jindřichův Hradec
294 11,Březina,Mladá Boleslav
592 14,Březí nad Oslavou,Žďár nad Sázavou
277 23,Kokořín,Mělník
538 03,Hošťalovice,Chrudim
294 25,Bělá pod Bezdězem,Mladá Boleslav
580 01,Havlíčkův Brod,Havlíčkův Brod
569 43,Březinky,Svitavy
572 01,Březiny,Svitavy
405 02,Děčín,Děčín
373 05,Temelín,České Budějovice
506 01,Libuň,Jičín
507 13,Železnice,Jičín
595 01,Velká Bíteš,Žďár nad Sázavou
789 91,Štíty,Šumperk
760 01,Březnice,Zlín
262 72,Březnice,Příbram
391 71,Březnice,Tábor
675 74,Březník,Třebíč
440 01,Postoloprty,Louny
410 02,Velemín,Litoměřice
431 45,Březno,Chomutov
294 06,Březno,Mladá Boleslav
687 13,Březolupy,Uherské Hradiště
267 51,Březová,Beroun
763 15,Březová,Zlín
356 01,Březová,Sokolov
286 01,Úmonín,Kutná Hora
463 48,Všelibice,Liberec
747 44,Březová,Opava
360 01,Březová,Karlovy Vary
252 45,Březová-Oleško,Praha-západ
549 83,Meziměstí,Náchod
687 67,Březová,Uherské Hradiště
569 02,Březová nad Svitavou,Svitavy
784 01,Litovel,Olomouc
538 25,Nasavrky,Chrudim
261 01,Příbram,Příbram
538 63,Chroustovice,Chrudim
508 01,Hořice,Jičín
294 25,Březovice,Mladá Boleslav
294 24,Březovice,Mladá Boleslav
383 01,Ktiš,Prachatice
595 01,Březské,Žďár nad Sázavou
594 53,Březské,Žďár nad Sázavou
798 52,Březsko,Prostějov
763 45,Březůvky,Zlín
793 51,Břidličná,Bruntál
379 01,Třeboň,Jindřichův Hradec
440 01,Ročov,Louny
264 01,Prosenická Lhota,Příbram
508 01,Bříšťany,Jičín
289 34,Chotěšice,Nymburk
289 15,Bříství,Nymburk
350 02,Cheb,Cheb
503 12,Všestary,Hradec Králové
413 01,Bříza,Litoměřice
331 41,Kozojedy,Plzeň-sever
440 01,Louny,Louny
397 01,Drhovle,Písek
535 01,Brloh,Pardubice
382 06,Brloh,Český Krumlov
382 03,Brloh,Český Krumlov
407 41,Dobrná,Děčín
364 52,Štědrá,Karlovy Vary
395 01,Věžná,Pelhřimov
517 43,Potštejn,Rychnov nad Kněžnou
403 21,Ústí nad Labem,Ústí nad Labem
682 01,Vyškov,Vyškov
412 01,Brňany,Litoměřice
569 04,Brněnec,Svitavy
620 00,Brno,Brno-město
783 91,Uničov,Olomouc
789 75,Brníčko,Šumperk
281 63,Oleška,Praha-východ
411 19,Mšené-lázně,Litoměřice
345 06,Brnířov,Domažlice
471 29,Brniště,Česká Lípa
250 66,Zdiby,Praha-východ
619 00,Brno,Brno-město
625 00,Brno,Brno-město
639 00,Brno,Brno-město
642 00,Brno,Brno-město
620 00,Brno,Brno-město
635 00,Brno,Brno-město
664 81,Brno,Brno-město
664 71,Brno,Brno-město
618 00,Brno,Brno-město
627 00,Brno,Brno-město
643 00,Brno,Brno-město
664 42,Brno,Brno-město
619 00,Brno,Brno-město
620 00,Brno,Brno-město
620 00,Brno,Brno-město
617 00,Brno,Brno-město
619 00,Brno,Brno-město
613 00,Brno,Brno-město
614 00,Brno,Brno-město
638 00,Brno,Brno-město
621 00,Brno,Brno-město
621 00,Brno,Brno-město
635 00,Brno,Brno-město
623 00,Brno,Brno-město
602 00,Brno,Brno-město
617 00,Brno,Brno-město
618 00,Brno,Brno-město
616 00,Brno,Brno-město
624 00,Brno,Brno-město
635 00,Brno,Brno-město
612 00,Brno,Brno-město
616 00,Brno,Brno-město
612 00,Brno,Brno-město
614 00,Brno,Brno-město
638 00,Brno,Brno-město
628 00,Brno,Brno-město
636 00,Brno,Brno-město
612 00,Brno,Brno-město
621 00,Brno,Brno-město
602 00,Brno,Brno-město
621 00,Brno,Brno-město
614 00,Brno,Brno-město
621 00,Brno,Brno-město
602 00,Brno,Brno-město
612 00,Brno,Brno-město
619 00,Brno,Brno-město
612 00,Brno,Brno-město
621 00,Brno,Brno-město
612 00,Brno,Brno-město
627 00,Brno,Brno-město
644 00,Brno,Brno-město
602 00,Brno,Brno-město
603 00,Brno,Brno-město
639 00,Brno,Brno-město
625 00,Brno,Brno-město
602 00,Brno,Brno-město
616 00,Brno,Brno-město
619 00,Brno,Brno-město
639 00,Brno,Brno-město
620 00,Brno,Brno-město
627 00,Brno,Brno-město
644 00,Brno,Brno-město
602 00,Brno,Brno-město
616 00,Brno,Brno-město
602 00,Brno,Brno-město
612 00,Brno,Brno-město
616 00,Brno,Brno-město
637 00,Brno,Brno-město
641 00,Brno,Brno-město
517 03,Skuhrov nad Bělou,Rychnov nad Kněžnou
411 08,Štětí,Litoměřice
341 42,Kolinec,Klatovy
264 01,Petrovice,Příbram
552 12,Heřmanice,Náchod
261 01,Příbram,Příbram
432 01,Kadaň,Chomutov
675 29,Kněžice,Jihlava
294 73,Brodce,Mladá Boleslav
257 41,Týnec nad Sázavou,Benešov
440 01,Brodec,Louny
507 23,Dětenice,Jičín
798 46,Brodek u Konice,Prostějov
751 03,Brodek u Přerova,Přerov
798 07,Brodek u Prostějova,Prostějov
331 41,Brodeslavy,Plzeň-sever
691 81,Brod nad Dyjí,Břeclav
348 15,Brod nad Tichou,Tachov
349 01,Kladruby,Tachov
441 01,Krásný Dvůr,Louny
391 37,Chotoviny,Tábor
550 01,Broumov,Náchod
348 15,Broumov,Tachov
582 91,Krásná Hora,Havlíčkův Brod
257 03,Neustupov,Benešov
267 42,Broumy,Beroun
276 01,Hořín,Mělník
400 02,Řehlovice,Ústí nad Labem
533 52,Staré Hradiště,Pardubice
411 81,Brozany nad Ohří,Litoměřice
364 01,Otročín,Karlovy Vary
399 01,Nadějkov,Tábor
566 01,Vysoké Mýto,Ústí nad Orlicí
507 81,Lázně Bělohrad,Jičín
340 21,Strážov,Klatovy
396 01,Želiv,Pelhřimov
588 32,Brtnice,Jihlava
251 69,Velké Popovice,Praha-východ
675 27,Brtnička,Jihlava
407 60,Staré Křečany,Děčín
593 01,Prosetín,Žďár nad Sázavou
679 21,Brťov-Jeneč,Blansko
679 63,Velké Opatovice,Blansko
783 36,Křelov-Břuchotín,Olomouc
345 06,Všeruby,Domažlice
763 31,Brumov-Bylnice,Zlín
679 23,Brumov,Brno-venkov
747 71,Brumovice,Opava
691 11,Brumovice,Břeclav
396 01,Humpolec,Pelhřimov
252 09,Hradištko,Praha-západ
792 01,Bruntál,Bruntál
679 23,Lomnice,Brno-venkov
768 61,Brusné,Kroměříž
277 35,Nosálov,Mělník
277 35,Mšeno,Mělník
411 45,Úštěk,Litoměřice
592 01,Herálec,Žďár nad Sázavou
739 44,Brušperk,Frýdek-Místek
386 01,Přešťovice,Strakonice
739 36,Bruzovice,Frýdek-Místek
440 01,Břvany,Louny
253 01,Hostivice,Praha-západ
413 01,Brzánky,Litoměřice
552 05,Brzice,Náchod
262 56,Svatý Jan,Příbram
588 13,Brzkov,Jihlava
257 68,Loket,Benešov
358 01,Bublava,Sokolov
564 01,Kunvald,Ústí nad Orlicí
267 18,Bubovice,Beroun
262 72,Volenice,Příbram
330 41,Bezvěrov,Plzeň-sever
793 99,Liptaň,Bruntál
331 41,Kožlany,Plzeň-sever
687 08,Buchlovice,Uherské Hradiště
259 01,Votice,Benešov
257 01,Postupice,Benešov
331 52,Bučí,Plzeň-sever
257 22,Vranov,Benešov
385 01,Kvilda,Prachatice
566 01,Bučina,Ústí nad Orlicí
259 01,Votice,Benešov
685 01,Bučovice,Vyškov
582 82,Heřmanice,Havlíčkův Brod
285 22,Horka II,Kutná Hora
294 01,Bakov nad Jizerou,Mladá Boleslav
294 13,Chocnějovice,Mladá Boleslav
382 41,Dolní Dvořiště,Český Krumlov
507 32,Budčeves,Jičín
285 22,Vlastějovice,Kutná Hora
330 38,Úněšov,Plzeň-sever
378 92,Budeč,Jindřichův Hradec
592 14,Budeč,Žďár nad Sázavou
584 01,Hněvkovice,Havlíčkův Brod
397 01,Písek,Písek
273 72,Jarpice,Kladno
273 71,Šlapanice,Kladno
259 01,Votice,Benešov
342 01,Budětice,Klatovy
798 52,Budětsko,Prostějov
398 11,Skály,Písek
273 24,Chržín,Kladno
396 01,Budíkov,Pelhřimov
463 48,Všelibice,Liberec
674 01,Třebíč,Třebíč
384 81,Bošice,Prachatice
288 02,Budiměřice,Nymburk
263 01,Rybníky,Příbram
285 06,Samopše,Kutná Hora
503 15,Boharyně,Hradec Králové
263 01,Svaté Pole,Příbram
380 01,Budíškovice,Jindřichův Hradec
378 91,Budíškovice,Jindřichův Hradec
392 01,Budislav,Tábor
569 65,Budislav,Svitavy
335 01,Mladý Smolivec,Plzeň-jih
675 03,Budišov,Třebíč
747 64,Budišovice,Opava
747 87,Budišov nad Budišovkou,Opava
675 42,Budkov,Třebíč
384 22,Budkov,Prachatice
256 01,Struhařov,Benešov
378 53,Střížovice,Jindřichův Hradec
664 91,Ivančice,Brno-venkov
285 22,Pertoltice,Kutná Hora
364 52,Verušičky,Karlovy Vary
285 04,Onomyšl,Kutná Hora
387 73,Budyně,Strakonice
411 18,Budyně nad Ohří,Litoměřice
273 43,Zájezd,Kladno
382 41,Bujanov,Český Krumlov
331 41,Bujesily,Rokycany
751 21,Buk,Přerov
262 31,Milín,Příbram
377 01,Jindřichův Hradec,Jindřichův Hradec
383 01,Buk,Prachatice
384 71,Buk,Prachatice
277 45,Vojkovice,Mělník
270 04,Hořovičky,Rakovník
592 51,Bukov,Žďár nad Sázavou
339 01,Dlažov,Klatovy
589 01,Třešť,Jihlava
257 08,Pravonín,Benešov
798 48,Buková,Prostějov
790 57,Bernartice,Jeseník
391 43,Řemíčov,Tábor
346 01,Mezholezy,Domažlice
592 12,Nížkov,Žďár nad Sázavou
334 52,Buková,Plzeň-jih
374 01,Olešnice,České Budějovice
262 42,Věšín,Příbram
256 01,Benešov,Benešov
696 31,Bukovany,Hodonín
779 00,Bukovany,Olomouc
262 72,Bukovany,Příbram
473 01,Nový Bor,Česká Lípa
357 55,Bukovany,Sokolov
257 41,Bukovany,Benešov
257 21,Bukovany,Benešov
262 23,Buková u Příbramě,Příbram
400 01,Ústí nad Labem,Ústí nad Labem
400 10,Ústí nad Labem,Ústí nad Labem
472 01,Dubá,Česká Lípa
345 62,Bukovec,Plzeň-jih
312 00,Plzeň,Plzeň-město
739 85,Bukovec,Frýdek-Místek
370 07,Kamenný Újezd,České Budějovice
415 01,Bžany,Teplice
789 91,Písařov,Šumperk
790 01,Jeseník,Jeseník
549 54,Bukovice,Náchod
788 15,Velké Losiny,Šumperk
679 23,Bukovice,Brno-venkov
511 01,Turnov,Semily
679 05,Bukovina,Blansko
331 41,Kralovice,Plzeň-sever
441 01,Podbořanský Rohozec,Louny
511 01,Mírová pod Kozákovem,Semily
544 01,Vítězná,Trutnov
500 03,Černilov,Hradec Králové
533 52,Bukovina nad Labem,Pardubice
514 01,Bukovina u Čisté,Semily
507 82,Pecka,Jičín
535 01,Bukovina u Přelouče,Pardubice
679 05,Bukovinka,Blansko
533 41,Bukovka,Pardubice
378 42,Horní Radouň,Jindřichův Hradec
342 01,Bukovník,Klatovy
293 01,Bukovno,Mladá Boleslav
382 41,Malonty,Český Krumlov
506 01,Bukvice,Jičín
374 01,Trhové Sviny,České Budějovice
281 63,Oleška,Praha-východ
691 89,Bulhary,Břeclav
464 01,Bulovka,Liberec
535 01,Turkovice,Pardubice
512 43,Jablonec nad Jizerou,Semily
395 01,Buřenice,Pelhřimov
394 22,Buřenice,Pelhřimov
294 13,Chocnějovice,Mladá Boleslav
294 13,Chocnějovice,Mladá Boleslav
793 95,Město Albrechtice,Bruntál
341 42,Kolinec,Klatovy
252 08,Buš,Praha-západ
384 22,Bušanovice,Prachatice
789 62,Bušín,Šumperk
441 01,Podbořany,Louny
338 24,Bušovice,Rokycany
273 43,Buštěhrad,Kladno
349 01,Stříbro,Tachov
506 01,Butoves,Jičín
742 13,Studénka,Nový Jičín
388 01,Buzice,Strakonice
280 02,Býchory,Kolín
294 02,Kněžmost,Mladá Boleslav
412 01,Býčkovice,Litoměřice
504 01,Měník,Hradec Králové
284 01,Křesetice,Kutná Hora
276 01,Býkev,Mělník
267 01,Bykoš,Beroun
794 01,Býkov-Láryšov,Bruntál
588 51,Kaliště,Jihlava
679 71,Býkovice,Blansko
256 01,Struhařov,Benešov
257 06,Louňovice pod Blaníkem,Benešov
538 01,Bylany,Chrudim
282 01,Chrášťany,Kolín
284 01,Miskovice,Kutná Hora
763 31,Brumov-Bylnice,Zlín
411 08,Snědovice,Litoměřice
757 01,Valašské Meziříčí,Vsetín
374 01,Nové Hrady,České Budějovice
400 02,Homole u Panny,Ústí nad Labem
405 05,Děčín,Děčín
405 02,Bynovec,Děčín
273 79,Tuřany,Kladno
277 32,Byšice,Mělník
289 22,Lysá nad Labem,Nymburk
277 11,Neratovice,Mělník
753 53,Býškovice,Přerov
340 12,Chudenice,Klatovy
593 01,Býšovec,Žďár nad Sázavou
533 22,Býšť,Pardubice
396 01,Bystrá,Pelhřimov
396 01,Řečice,Pelhřimov
513 01,Bystrá nad Jizerou,Semily
417 61,Bystřany,Teplice
635 00,Brno,Brno-město
664 81,Brno,Brno-město
664 71,Brno,Brno-město
549 31,Stárkov,Náchod
339 01,Mochtín,Klatovy
569 92,Bystré,Svitavy
518 01,Bystré,Rychnov nad Kněžnou
561 54,Bystřec,Ústí nad Orlicí
561 64,Bystřec,Ústí nad Orlicí
507 23,Bystřice,Jičín
257 51,Bystřice,Benešov
539 01,Včelákov,Chrudim
363 01,Hroznětín,Karlovy Vary
739 95,Bystřice,Frýdek-Místek
345 25,Bělá nad Radbuzou,Domažlice
417 02,Dubí,Teplice
417 03,Dubí,Teplice
417 01,Dubí,Teplice
593 01,Bystřice nad Pernštejnem,Žďár nad Sázavou
340 22,Nýrsko,Klatovy
768 61,Bystřice pod Hostýnem,Kroměříž
687 55,Bystřice pod Lopeníkem,Uherské Hradiště
756 24,Bystřička,Vsetín
779 00,Bystročice,Olomouc
779 00,Bystrovany,Olomouc
261 01,Příbram,Příbram
518 01,Byzhradec,Rychnov nad Kněžnou
415 01,Bžany,Teplice
696 81,Bzenec,Hodonín
696 85,Bzenec,Hodonín
336 01,Letiny,Plzeň-jih
468 22,Železný Brod,Jablonec nad Nisou
373 65,Dolní Bukovsko,České Budějovice
391 43,Běleč,Tábor
267 43,Bzová,Beroun
687 71,Bojkovice,Uherské Hradiště
793 05,Moravský Beroun,Olomouc
384 73,Vacov,Prachatice
569 82,Krouna,Chrudim
583 01,Čachotín,Havlíčkův Brod
580 01,Čachotín,Havlíčkův Brod
294 43,Čachovice,Mladá Boleslav
339 01,Čachrov,Klatovy
257 24,Čakov,Benešov
783 22,Senice na Hané,Olomouc
373 84,Čakov,České Budějovice
793 16,Čaková,Bruntál
373 84,Čakov,České Budějovice
411 08,Štětí,Litoměřice
393 01,Pelhřimov,Pelhřimov
251 68,Týnec nad Sázavou,Benešov
250 63,Čakovičky,Mělník
507 43,Sobotka,Jičín
517 73,Opočno,Rychnov nad Kněžnou
360 17,Karlovy Vary,Karlovy Vary
538 62,Čankovice,Chrudim
273 77,Malíkovice,Kladno
344 01,Klenčí pod Čerchovem,Domažlice
405 02,Verneřice,Děčín
675 24,Čáslavice,Třebíč
552 03,Dolany,Náchod
286 01,Čáslav,Kutná Hora
395 01,Čáslavsko,Pelhřimov
286 01,Čáslav,Kutná Hora
538 21,Žumberk,Chrudim
348 01,Částkov,Tachov
342 01,Petrovice u Sušice,Klatovy
687 12,Částkov,Uherské Hradiště
588 56,Hostětice,Jihlava
393 01,Nová Cerekev,Pelhřimov
676 02,Častohostice,Třebíč
470 01,Česká Lípa,Česká Lípa
517 50,Častolovice,Rychnov nad Kněžnou
517 41,Častolovice,Rychnov nad Kněžnou
517 41,Čestice,Rychnov nad Kněžnou
341 42,Hlavňovice,Klatovy
270 23,Křivoklát,Rakovník
393 01,Zachotín,Pelhřimov
675 71,Zahrádka,Třebíč
394 63,Častrov,Pelhřimov
394 70,Častrov,Pelhřimov
534 01,Časy,Pardubice
747 64,Čavisov,Ostrava-město
389 01,Vodňany,Strakonice
330 38,Úněšov,Plzeň-sever
664 23,Čebín,Brno-venkov
349 52,Cebiv,Tachov
277 32,Čečelice,Mělník
388 01,Čečelovice,Strakonice
675 22,Čechočovice,Třebíč
796 04,Prostějov,Prostějov
783 72,Velký Týnec,Olomouc
257 65,Čechtice,Benešov
675 07,Čechtín,Třebíč
798 11,Prostějov,Prostějov
751 15,Čechy,Přerov
405 02,Děčín,Děčín
683 01,Rousínov,Vyškov
798 58,Čechy pod Kosířem,Prostějov
345 25,Bělá nad Radbuzou,Domažlice
257 03,Jankov,Benešov
348 02,Bor,Tachov
583 01,Čečkovice,Havlíčkův Brod
335 01,Čížkov,Plzeň-jih
345 62,Čečovice,Plzeň-jih
387 52,Cehnice,Strakonice
798 21,Čehovice,Prostějov
696 14,Čejč,Hodonín
386 01,Čejetice,Strakonice
293 01,Mladá Boleslav,Mladá Boleslav
293 01,Mladá Boleslav,Mladá Boleslav
393 01,Nový Rychnov,Pelhřimov
438 01,Libědice,Chomutov
506 01,Podhradí,Jičín
696 15,Čejkovice,Hodonín
286 01,Čejkovice,Kutná Hora
538 21,Mladoňovice,Chrudim
671 78,Čejkovice,Znojmo
373 41,Čejkovice,České Budějovice
342 01,Hrádek,Klatovy
588 51,Cejle,Jihlava
588 61,Cejle,Jihlava
396 01,Čejov,Pelhřimov
539 73,Vrbatův Kostelec,Chrudim
385 01,Vimperk,Prachatice
285 22,Horka II,Kutná Hora
390 02,Tábor,Tábor
388 01,Blatná,Strakonice
285 06,Úžice,Kutná Hora
580 01,Krásná Hora,Havlíčkův Brod
338 08,Cekov,Rokycany
538 25,Miřetice,Chrudim
539 55,Miřetice,Chrudim
751 24,Přerov,Přerov
739 12,Čeladná,Frýdek-Místek
250 88,Čelákovice,Praha-východ
334 52,Zemětice,Plzeň-jih
798 23,Čelčice,Prostějov
273 04,Stochov,Kladno
751 03,Čelechovice,Přerov
798 16,Čelechovice na Hané,Prostějov
341 42,Hlavňovice,Klatovy
262 15,Borotice,Příbram
262 03,Borotice,Příbram
393 01,Čelistná,Pelhřimov
349 53,Kokašice,Tachov
257 01,Postupice,Benešov
390 01,Tábor,Tábor
390 02,Tábor,Tábor
430 01,Křimov,Chomutov
561 64,Těchonín,Ústí nad Orlicí
696 51,Čeložnice,Hodonín
330 33,Čeminy,Plzeň-sever
395 01,Křešín,Pelhřimov
251 68,Křížkový Újezdec,Praha-východ
508 01,Cerekvice nad Bystřicí,Jičín
262 23,Čenkov,Příbram
391 75,Malšice,Tábor
589 01,Třešť,Jihlava
561 64,Čenkovice,Ústí nad Orlicí
391 65,Čenkov u Bechyně,České Budějovice
256 01,Teplýšovice,Benešov
285 22,Čestín,Kutná Hora
285 22,Čestín,Kutná Hora
379 01,Cep,Jindřichův Hradec
530 02,Čeperka,Pardubice
533 45,Čeperka,Pardubice
533 52,Čeperka,Pardubice
533 32,Čepí,Pardubice
342 01,Rabí,Klatovy
335 01,Žinkovy,Plzeň-jih
434 01,Most,Most
387 56,Čepřovice,Strakonice
273 74,Klobuky,Kladno
438 01,Čeradice,Louny
534 01,Moravany,Pardubice
392 01,Vesce,Tábor
257 22,Čerčany,Benešov
374 01,Trhové Sviny,České Budějovice
507 77,Cerekvice nad Bystřicí,Jičín
569 53,Cerekvice nad Loučnou,Svitavy
588 35,Cerekvička-Rosice,Jihlava
588 33,Cerekvička-Rosice,Jihlava
285 06,Sázava,Benešov
400 02,Malečov,Ústí nad Labem
280 02,Cerhenice,Kolín
281 02,Cerhenice,Kolín
398 04,Cerhonice,Písek
267 61,Cerhovice,Beroun
280 02,Cerhenice,Kolín
381 01,Rožmitál na Šumavě,Český Krumlov
671 73,Čermákovice,Znojmo
345 61,Čermná,Domažlice
400 02,Libouchec,Ústí nad Labem
341 42,Hrádek,Klatovy
342 01,Hrádek,Klatovy
543 77,Čermná,Trutnov
543 71,Čermná,Trutnov
749 01,Čermná ve Slezsku,Opava
358 01,Kraslice,Sokolov
594 42,Černá,Žďár nad Sázavou
512 51,Lomnice nad Popelkou,Semily
331 41,Mladotice,Plzeň-sever
289 01,Dymokury,Nymburk
345 25,Bělá nad Radbuzou,Domažlice
679 22,Černá Hora,Blansko
679 21,Černá Hora,Blansko
385 01,Borová Lada,Prachatice
463 53,Rynoltice,Liberec
602 00,Brno,Brno-město
613 00,Brno,Brno-město
614 00,Brno,Brno-město
344 01,Klenčí pod Čerchovem,Domažlice
533 41,Černá u Bohdanče,Pardubice
362 21,Černava,Karlovy Vary
790 54,Černá Voda,Jeseník
382 26,Černá v Pošumaví,Český Krumlov
382 23,Černá v Pošumaví,Český Krumlov
530 02,Pardubice,Pardubice
533 01,Pardubice,Pardubice
415 01,Žalany,Teplice
439 85,Petrohrad,Louny
439 01,Černčice,Louny
549 01,Černčice,Náchod
685 01,Bučovice,Vyškov
285 06,Sázava,Benešov
